id,address_x,city,state_x,postcode,address_y,result,match_type,address_match,tiger,side,state_y,county,tract,block,lat,long
0,22525 MIRROR LAKE DR,Anchorage,AK,99567,"22525 MIRROR LAKE DR, Anchorage, AK, 99567",Match,Non_Exact,"22525 MIRROR LAKE DR, CHUGIAK, AK, 99567",190826407,L,02,020,000101,2050,-149.42215,61.42363
1,22528 SARAH CIR,Anchorage,AK,99567,"22528 SARAH CIR, Anchorage, AK, 99567",Match,Non_Exact,"22528 SARAH CIR, CHUGIAK, AK, 99567",190807684,L,02,020,000101,3019,-149.43748,61.423653
2,22522 SARAH CIR,Anchorage,AK,99567,"22522 SARAH CIR, Anchorage, AK, 99567",Match,Non_Exact,"22522 SARAH CIR, CHUGIAK, AK, 99567",190807684,L,02,020,000101,3019,-149.43753,61.423621999999995
3,22540 WHISPERING BIRCH CIR,Anchorage,AK,99567,"22540 WHISPERING BIRCH CIR, Anchorage, AK, 99567",Match,Non_Exact,"22540 WHISPERING BIRCH CIR, CHUGIAK, AK, 99567",190807520,L,02,020,000101,3016,-149.44997,61.423775
4,22555 MARGARET MIELKE ST,Anchorage,AK,99567,"22555 MARGARET MIELKE ST, Anchorage, AK, 99567",Match,Non_Exact,"22555 MARGARET MIELKE ST, CHUGIAK, AK, 99567",190819901,R,02,020,000101,3003,-149.49168,61.423866000000004
5,22524 MILLER RD,Anchorage,AK,99567,"22524 MILLER RD, Anchorage, AK, 99567",Match,Non_Exact,"22524 MILLER RD, CHUGIAK, AK, 99567",190793321,R,02,020,000101,3035,-149.42612,61.424126
6,22533 DAVIDSON DR,Anchorage,AK,99567,"22533 DAVIDSON DR, Anchorage, AK, 99567",Match,Non_Exact,"22533 DAVIDSON DR, CHUGIAK, AK, 99567",639716533,R,02,020,000101,3003,-149.48793,61.42335
7,22566 SAMPSON DR,Anchorage,AK,99567,"22566 SAMPSON DR, Anchorage, AK, 99567",Match,Non_Exact,"22566 SAMPSON DR, CHUGIAK, AK, 99567",190807685,L,02,020,000101,3004,-149.44089,61.423603
8,21921 REBECCA CIR,Anchorage,AK,99567,"21921 REBECCA CIR, Anchorage, AK, 99567",Match,Non_Exact,"21921 REBECCA CIR, CHUGIAK, AK, 99567",190827389,L,02,020,000101,3007,-149.47607,61.423286
9,26735 PARADIS LN,Anchorage,AK,99567,"26735 PARADIS LN, Anchorage, AK, 99567",Match,Non_Exact,"26735 PARADIS LN, CHUGIAK, AK, 99567",190793627,L,02,020,000101,1055,-149.3834,61.438812
10,26525 PARADIS LN,Anchorage,AK,99567,"26525 PARADIS LN, Anchorage, AK, 99567",Match,Non_Exact,"26525 PARADIS LN, CHUGIAK, AK, 99567",190793625,R,02,020,000101,1056,-149.38818,61.43804
11,26755 KERRY LOOP,Anchorage,AK,99567,"26755 KERRY LOOP, Anchorage, AK, 99567",Match,Non_Exact,"26755 KERRY LOOP, CHUGIAK, AK, 99567",190793623,L,02,020,000101,1057,-149.38313,61.438217
12,26465 PARADIS LN,Anchorage,AK,99567,"26465 PARADIS LN, Anchorage, AK, 99567",No_Match,,,,,,,,,,
13,26445 PARADIS LN,Anchorage,AK,99567,"26445 PARADIS LN, Anchorage, AK, 99567",Match,Non_Exact,"26445 PARADIS LN, CHUGIAK, AK, 99567",190793622,R,02,020,000101,1056,-149.38893000000002,61.437546
14,26535 KERRY LOOP,Anchorage,AK,99567,"26535 KERRY LOOP, Anchorage, AK, 99567",Match,Non_Exact,"26535 KERRY LOOP, CHUGIAK, AK, 99567",190793623,L,02,020,000101,1057,-149.38731,61.437580000000004
15,26715 KERRY LOOP,Anchorage,AK,99567,"26715 KERRY LOOP, Anchorage, AK, 99567",Match,Non_Exact,"26715 KERRY LOOP, CHUGIAK, AK, 99567",190793623,L,02,020,000101,1057,-149.38377,61.43788000000001
16,23980 OLD GLENN HWY,Anchorage,AK,99567,"23980 OLD GLENN HWY, Anchorage, AK, 99567",No_Match,,,,,,,,,,
17,23001 CAMP GORSUCH RD,Anchorage,AK,99567,"23001 CAMP GORSUCH RD, Anchorage, AK, 99567",Match,Non_Exact,"23001 CAMP GORSUCH RD, CHUGIAK, AK, 99567",190807572,L,02,020,000101,1072,-149.40598,61.427464
18,23101 OLD GLENN HWY,Anchorage,AK,99567,"23101 OLD GLENN HWY, Anchorage, AK, 99567",No_Match,,,,,,,,,,
19,22700 CAMP GORSUCH RD,Anchorage,AK,99567,"22700 CAMP GORSUCH RD, Anchorage, AK, 99567",Match,Non_Exact,"22700 CAMP GORSUCH RD, CHUGIAK, AK, 99567",190807572,R,02,020,000101,1073,-149.40723,61.427006000000006
20,22454 HILLTOP CIR,Anchorage,AK,99567,"22454 HILLTOP CIR, Anchorage, AK, 99567",Match,Non_Exact,"22454 HILLTOP CIR, CHUGIAK, AK, 99567",190793376,L,02,020,000101,2050,-149.4129,61.423412
21,22424 HILLTOP CIR,Anchorage,AK,99567,"22424 HILLTOP CIR, Anchorage, AK, 99567",Match,Non_Exact,"22424 HILLTOP CIR, CHUGIAK, AK, 99567",190793376,L,02,020,000101,2050,-149.41348,61.423374
22,22412 HILLTOP CIR,Anchorage,AK,99567,"22412 HILLTOP CIR, Anchorage, AK, 99567",Match,Non_Exact,"22412 HILLTOP CIR, CHUGIAK, AK, 99567",190793376,L,02,020,000101,2050,-149.41364,61.423283
23,22329 MIRROR LAKE DR,Anchorage,AK,99567,"22329 MIRROR LAKE DR, Anchorage, AK, 99567",Match,Non_Exact,"22329 MIRROR LAKE DR, CHUGIAK, AK, 99567",190793375,L,02,020,000101,2050,-149.41429,61.422062
24,22339 MIRROR LAKE DR,Anchorage,AK,99567,"22339 MIRROR LAKE DR, Anchorage, AK, 99567",Match,Non_Exact,"22339 MIRROR LAKE DR, CHUGIAK, AK, 99567",190793373,L,02,020,000101,2050,-149.41458,61.422043
25,22349 MIRROR LAKE DR,Anchorage,AK,99567,"22349 MIRROR LAKE DR, Anchorage, AK, 99567",Match,Non_Exact,"22349 MIRROR LAKE DR, CHUGIAK, AK, 99567",190793373,L,02,020,000101,2050,-149.41541999999998,61.42199300000001
