id,address_x,city,state_x,postcode,address_y,result,match_type,address_match,tiger,side,state_y,county,tract,block,lat,long
7000,160 OKLAHOMA ST,Anchorage,AK,99504,"160 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"160 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.222919999999995
7001,160 OKLAHOMA ST,Anchorage,AK,99504,"160 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"160 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.222919999999995
7002,160 OKLAHOMA ST,Anchorage,AK,99504,"160 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"160 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.222919999999995
7003,160 OKLAHOMA ST,Anchorage,AK,99504,"160 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"160 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.222919999999995
7004,160 OKLAHOMA ST,Anchorage,AK,99504,"160 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"160 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.222919999999995
7005,5209 CARIBOU AVE,Anchorage,AK,99508,"5209 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5209 CARIBOU AVE, ANCHORAGE, AK, 99508",190801938,L,02,020,000801,3005,-149.78423,61.222393000000004
7006,5209 CARIBOU AVE,Anchorage,AK,99508,"5209 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5209 CARIBOU AVE, ANCHORAGE, AK, 99508",190801938,L,02,020,000801,3005,-149.78423,61.222393000000004
7007,5209 CARIBOU AVE,Anchorage,AK,99508,"5209 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5209 CARIBOU AVE, ANCHORAGE, AK, 99508",190801938,L,02,020,000801,3005,-149.78423,61.222393000000004
7008,5205 CARIBOU AVE,Anchorage,AK,99508,"5205 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5205 CARIBOU AVE, ANCHORAGE, AK, 99508",190801938,L,02,020,000801,3005,-149.78429,61.222393000000004
7009,5171 CARIBOU AVE,Anchorage,AK,99508,"5171 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5171 CARIBOU AVE, ANCHORAGE, AK, 99508",190801938,L,02,020,000801,3005,-149.78477,61.222393000000004
7010,5109 CARIBOU AVE,Anchorage,AK,99508,"5109 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5109 CARIBOU AVE, ANCHORAGE, AK, 99508",190801938,L,02,020,000801,3005,-149.78569,61.222390000000004
7011,5105 CARIBOU AVE,Anchorage,AK,99508,"5105 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5105 CARIBOU AVE, ANCHORAGE, AK, 99508",190801938,L,02,020,000801,3005,-149.78575,61.222390000000004
7012,202 BUNNELL ST,Anchorage,AK,99508,"202 BUNNELL ST, Anchorage, AK, 99508",Match,Exact,"202 BUNNELL ST, ANCHORAGE, AK, 99508",190801681,R,02,020,000801,2005,-149.78973,61.222702000000005
7013,203 BUNNELL ST,Anchorage,AK,99508,"203 BUNNELL ST, Anchorage, AK, 99508",Match,Exact,"203 BUNNELL ST, ANCHORAGE, AK, 99508",190801681,L,02,020,000801,2004,-149.7897,61.222702000000005
7014,5401 CARIBOU AVE,Anchorage,AK,99508,"5401 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5401 CARIBOU AVE, ANCHORAGE, AK, 99508",190820388,L,02,020,000801,3006,-149.78088,61.222393000000004
7015,5391 CARIBOU AVE,Anchorage,AK,99508,"5391 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5391 CARIBOU AVE, ANCHORAGE, AK, 99508",190820388,L,02,020,000801,3006,-149.78101999999998,61.222393000000004
7016,5313 CARIBOU AVE,Anchorage,AK,99508,"5313 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5313 CARIBOU AVE, ANCHORAGE, AK, 99508",190820388,L,02,020,000801,3006,-149.78217,61.222393000000004
7017,5307 CARIBOU AVE,Anchorage,AK,99508,"5307 CARIBOU AVE, Anchorage, AK, 99508",Match,Exact,"5307 CARIBOU AVE, ANCHORAGE, AK, 99508",190820388,L,02,020,000801,3006,-149.78226,61.222393000000004
7018,6830 GOLD KINGS CIR,Anchorage,AK,99504,"6830 GOLD KINGS CIR, Anchorage, AK, 99504",Match,Exact,"6830 GOLD KINGS CIR, ANCHORAGE, AK, 99504",190820029,L,02,020,000702,3002,-149.75371,61.22361
7019,6820 GOLD KINGS CIR,Anchorage,AK,99504,"6820 GOLD KINGS CIR, Anchorage, AK, 99504",Match,Exact,"6820 GOLD KINGS CIR, ANCHORAGE, AK, 99504",190820029,L,02,020,000702,3002,-149.75383,61.223614000000005
7020,147 GRAND LARRY ST,Anchorage,AK,99504,"147 GRAND LARRY ST, Anchorage, AK, 99504",Match,Exact,"147 GRAND LARRY ST, ANCHORAGE, AK, 99504",625718476,L,02,020,000703,2000,-149.72975,61.223231999999996
7021,120 OKLAHOMA ST,Anchorage,AK,99504,"120 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"120 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802852,R,02,020,000702,1005,-149.7448,61.223682
7022,120 OKLAHOMA ST,Anchorage,AK,99504,"120 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"120 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802852,R,02,020,000702,1005,-149.7448,61.223682
7023,120 OKLAHOMA ST,Anchorage,AK,99504,"120 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"120 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802852,R,02,020,000702,1005,-149.7448,61.223682
7024,120 OKLAHOMA ST,Anchorage,AK,99504,"120 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"120 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802852,R,02,020,000702,1005,-149.7448,61.223682
7025,120 OKLAHOMA ST,Anchorage,AK,99504,"120 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"120 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802852,R,02,020,000702,1005,-149.7448,61.223682
7026,120 OKLAHOMA ST,Anchorage,AK,99504,"120 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"120 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802852,R,02,020,000702,1005,-149.7448,61.223682
7027,120 OKLAHOMA ST,Anchorage,AK,99504,"120 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"120 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802852,R,02,020,000702,1005,-149.7448,61.223682
7028,5005 CHENA AVE,Anchorage,AK,99508,"5005 CHENA AVE, Anchorage, AK, 99508",Match,Exact,"5005 CHENA AVE, ANCHORAGE, AK, 99508",190801688,L,02,020,000801,2002,-149.78769,61.222840000000005
7029,5005 CHENA AVE,Anchorage,AK,99508,"5005 CHENA AVE, Anchorage, AK, 99508",Match,Exact,"5005 CHENA AVE, ANCHORAGE, AK, 99508",190801688,L,02,020,000801,2002,-149.78769,61.222840000000005
7030,5005 CHENA AVE,Anchorage,AK,99508,"5005 CHENA AVE, Anchorage, AK, 99508",Match,Exact,"5005 CHENA AVE, ANCHORAGE, AK, 99508",190801688,L,02,020,000801,2002,-149.78769,61.222840000000005
7031,5001 CHENA AVE,Anchorage,AK,99508,"5001 CHENA AVE, Anchorage, AK, 99508",Match,Exact,"5001 CHENA AVE, ANCHORAGE, AK, 99508",190801688,L,02,020,000801,2002,-149.78775,61.222840000000005
7032,5001 CHENA AVE,Anchorage,AK,99508,"5001 CHENA AVE, Anchorage, AK, 99508",Match,Exact,"5001 CHENA AVE, ANCHORAGE, AK, 99508",190801688,L,02,020,000801,2002,-149.78775,61.222840000000005
7033,5001 CHENA AVE,Anchorage,AK,99508,"5001 CHENA AVE, Anchorage, AK, 99508",Match,Exact,"5001 CHENA AVE, ANCHORAGE, AK, 99508",190801688,L,02,020,000801,2002,-149.78775,61.222840000000005
7034,4901 CHENA AVE,Anchorage,AK,99508,"4901 CHENA AVE, Anchorage, AK, 99508",Match,Exact,"4901 CHENA AVE, ANCHORAGE, AK, 99508",190801686,L,02,020,000801,2001,-149.78958,61.222836
7035,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7036,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7037,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7038,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7039,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7040,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7041,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7042,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7043,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7044,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7045,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7046,8101 PECK AVE,Anchorage,AK,99504,"8101 PECK AVE, Anchorage, AK, 99504",Match,Exact,"8101 PECK AVE, ANCHORAGE, AK, 99504",190803203,L,02,020,000703,2000,-149.72781,61.222378000000006
7047,7801 PECK AVE,Anchorage,AK,99504,"7801 PECK AVE, Anchorage, AK, 99504",Match,Exact,"7801 PECK AVE, ANCHORAGE, AK, 99504",190816652,L,02,020,000702,2000,-149.7353,61.222363
7048,227 NEWELL ST,Anchorage,AK,99504,"227 NEWELL ST, Anchorage, AK, 99504",Match,Exact,"227 NEWELL ST, ANCHORAGE, AK, 99504",605167293,R,02,020,000701,1000,-149.77095,61.222637
7049,171 PLACE ST,Anchorage,AK,99504,"171 PLACE ST, Anchorage, AK, 99504",Match,Exact,"171 PLACE ST, ANCHORAGE, AK, 99504",190803301,L,02,020,000703,1012,-149.72319,61.22265600000001
7050,161 JELINEK PL,Anchorage,AK,99504,"161 JELINEK PL, Anchorage, AK, 99504",Match,Exact,"161 JELINEK PL, ANCHORAGE, AK, 99504",190803206,L,02,020,000703,1011,-149.72507,61.223094999999994
7051,7770 BOUNDARY AVE,Anchorage,AK,99504,"7770 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"7770 BOUNDARY AVE, ANCHORAGE, AK, 99504",605167189,R,02,020,000702,2000,-149.73622,61.224169999999994
7052,7610 BOUNDARY AVE,Anchorage,AK,99504,"7610 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"7610 BOUNDARY AVE, ANCHORAGE, AK, 99504",605167217,R,02,020,000702,2000,-149.73923,61.224169999999994
7053,7612 BOUNDARY AVE,Anchorage,AK,99504,"7612 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"7612 BOUNDARY AVE, ANCHORAGE, AK, 99504",605167217,R,02,020,000702,2000,-149.7392,61.224169999999994
7054,7614 BOUNDARY AVE,Anchorage,AK,99504,"7614 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"7614 BOUNDARY AVE, ANCHORAGE, AK, 99504",605167217,R,02,020,000702,2000,-149.73917,61.224169999999994
7055,7616 BOUNDARY AVE,Anchorage,AK,99504,"7616 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"7616 BOUNDARY AVE, ANCHORAGE, AK, 99504",605167217,R,02,020,000702,2000,-149.73911999999999,61.224169999999994
7056,7676 BOUNDARY AVE,Anchorage,AK,99504,"7676 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"7676 BOUNDARY AVE, ANCHORAGE, AK, 99504",605167202,R,02,020,000702,2000,-149.73744,61.224169999999994
7057,7672 BOUNDARY AVE,Anchorage,AK,99504,"7672 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"7672 BOUNDARY AVE, ANCHORAGE, AK, 99504",605167202,R,02,020,000702,2000,-149.73761000000002,61.224169999999994
7058,7674 BOUNDARY AVE,Anchorage,AK,99504,"7674 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"7674 BOUNDARY AVE, ANCHORAGE, AK, 99504",605167202,R,02,020,000702,2000,-149.73752,61.224169999999994
7059,7670 BOUNDARY AVE,Anchorage,AK,99504,"7670 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"7670 BOUNDARY AVE, ANCHORAGE, AK, 99504",605167202,R,02,020,000702,2000,-149.73769,61.224169999999994
7060,100 AGATE CIR,Anchorage,AK,99504,"100 AGATE CIR, Anchorage, AK, 99504",Match,Exact,"100 AGATE CIR, ANCHORAGE, AK, 99504",190823753,L,02,020,000703,1011,-149.7232,61.224109999999996
