id,address_x,city,state_x,postcode,address_y,result,match_type,address_match,tiger,side,state_y,county,tract,block,lat,long
3000,10443 HIGH BLUFF DR,Anchorage,AK,99577,"10443 HIGH BLUFF DR, Anchorage, AK, 99577",Match,Non_Exact,"10443 HIGH BLUFF DR, EAGLE RIVER, AK, 99577",190826870,R,02,020,000203,2014,-149.52284,61.314926
3001,10435 CHATANIKA LOOP,Anchorage,AK,99577,"10435 CHATANIKA LOOP, Anchorage, AK, 99577",Match,Non_Exact,"10435 CHATANIKA LOOP, EAGLE RIVER, AK, 99577",190792722,R,02,020,000202,4003,-149.54155,61.31525
3002,10445 CHATANIKA LOOP,Anchorage,AK,99577,"10445 CHATANIKA LOOP, Anchorage, AK, 99577",Match,Non_Exact,"10445 CHATANIKA LOOP, EAGLE RIVER, AK, 99577",190792722,R,02,020,000202,4003,-149.5413,61.31525
3003,17343 PALOS VERDES DR,Anchorage,AK,99577,"17343 PALOS VERDES DR, Anchorage, AK, 99577",Match,Non_Exact,"17343 PALOS VERDES DR, EAGLE RIVER, AK, 99577",190792640,R,02,020,000202,4007,-149.55813999999998,61.315155000000004
3004,20715 PHILADELPHIA WAY,Anchorage,AK,99577,"20715 PHILADELPHIA WAY, Anchorage, AK, 99577",Match,Non_Exact,"20715 PHILADELPHIA WAY, EAGLE RIVER, AK, 99577",190816263,L,02,020,000203,2004,-149.49725,61.31479
3005,10465 CHATANIKA LOOP,Anchorage,AK,99577,"10465 CHATANIKA LOOP, Anchorage, AK, 99577",Match,Non_Exact,"10465 CHATANIKA LOOP, EAGLE RIVER, AK, 99577",190792722,R,02,020,000202,4003,-149.5408,61.31525
3006,17014 MEADOW CREEK DR,Anchorage,AK,99577,"17014 MEADOW CREEK DR, Anchorage, AK, 99577",Match,Non_Exact,"17014 MEADOW CREEK DR, EAGLE RIVER, AK, 99577",190826852,R,02,020,000202,4007,-149.56517,61.315290000000005
3007,10442 PALOS VERDES CIR,Anchorage,AK,99577,"10442 PALOS VERDES CIR, Anchorage, AK, 99577",Match,Non_Exact,"10442 PALOS VERDES CIR, EAGLE RIVER, AK, 99577",190792641,R,02,020,000202,4008,-149.55637,61.315419999999996
3008,20701 PHILADELPHIA WAY,Anchorage,AK,99577,"20701 PHILADELPHIA WAY, Anchorage, AK, 99577",Match,Non_Exact,"20701 PHILADELPHIA WAY, EAGLE RIVER, AK, 99577",190816263,L,02,020,000203,2004,-149.49745,61.314780000000006
3009,20743 PHILADELPHIA WAY,Anchorage,AK,99577,"20743 PHILADELPHIA WAY, Anchorage, AK, 99577",Match,Non_Exact,"20743 PHILADELPHIA WAY, EAGLE RIVER, AK, 99577",190816263,L,02,020,000203,2004,-149.49687,61.31482
3010,17046 MEADOW CREEK DR,Anchorage,AK,99577,"17046 MEADOW CREEK DR, Anchorage, AK, 99577",Match,Non_Exact,"17046 MEADOW CREEK DR, EAGLE RIVER, AK, 99577",190826852,R,02,020,000202,4007,-149.56465,61.31535
3011,17331 PALOS VERDES DR,Anchorage,AK,99577,"17331 PALOS VERDES DR, Anchorage, AK, 99577",Match,Non_Exact,"17331 PALOS VERDES DR, EAGLE RIVER, AK, 99577",190792640,R,02,020,000202,4007,-149.55832,61.315113000000004
3012,18615 SECOND ST,Anchorage,AK,99577,"18615 SECOND ST, Anchorage, AK, 99577",Match,Non_Exact,"18615 SECOND ST, EAGLE RIVER, AK, 99577",190814228,R,02,020,000203,1008,-149.53528,61.312553
3013,18719 SECOND ST,Anchorage,AK,99577,"18719 SECOND ST, Anchorage, AK, 99577",Match,Non_Exact,"18719 SECOND ST, EAGLE RIVER, AK, 99577",190814228,R,02,020,000203,1008,-149.53333999999998,61.312557
3014,18635 SECOND ST,Anchorage,AK,99577,"18635 SECOND ST, Anchorage, AK, 99577",Match,Non_Exact,"18635 SECOND ST, EAGLE RIVER, AK, 99577",190814228,R,02,020,000203,1008,-149.53491,61.312557
3015,18755 SECOND ST,Anchorage,AK,99577,"18755 SECOND ST, Anchorage, AK, 99577",Match,Non_Exact,"18755 SECOND ST, EAGLE RIVER, AK, 99577",190814228,R,02,020,000203,1008,-149.53267,61.31256
