id,address_x,city,state_x,postcode,address_y,result,match_type,address_match,tiger,side,state_y,county,tract,block,lat,long
8000,360 BONIFACE PKWY,Anchorage,AK,99504,"360 BONIFACE PKWY, Anchorage, AK, 99504",Match,Exact,"360 BONIFACE PKWY, ANCHORAGE, AK, 99504",190801982,R,02,020,000801,4000,-149.77841,61.219356999999995
8001,360 BONIFACE PKWY,Anchorage,AK,99504,"360 BONIFACE PKWY, Anchorage, AK, 99504",Match,Exact,"360 BONIFACE PKWY, ANCHORAGE, AK, 99504",190801982,R,02,020,000801,4000,-149.77841,61.219356999999995
8002,360 BONIFACE PKWY,Anchorage,AK,99504,"360 BONIFACE PKWY, Anchorage, AK, 99504",Match,Exact,"360 BONIFACE PKWY, ANCHORAGE, AK, 99504",190801982,R,02,020,000801,4000,-149.77841,61.219356999999995
8003,140 OKLAHOMA ST,Anchorage,AK,99504,"140 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"140 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.223169999999996
8004,140 OKLAHOMA ST,Anchorage,AK,99504,"140 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"140 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.223169999999996
8005,140 OKLAHOMA ST,Anchorage,AK,99504,"140 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"140 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.223169999999996
8006,140 OKLAHOMA ST,Anchorage,AK,99504,"140 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"140 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.223169999999996
8007,140 OKLAHOMA ST,Anchorage,AK,99504,"140 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"140 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.223169999999996
8008,140 OKLAHOMA ST,Anchorage,AK,99504,"140 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"140 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.223169999999996
8009,140 OKLAHOMA ST,Anchorage,AK,99504,"140 OKLAHOMA ST, Anchorage, AK, 99504",Match,Exact,"140 OKLAHOMA ST, ANCHORAGE, AK, 99504",190802853,R,02,020,000702,1005,-149.74478,61.223169999999996
