id,address_x,city,state_x,postcode,address_y,result,match_type,address_match,tiger,side,state_y,county,tract,block,lat,long
6000,8500 BOUNDARY AVE,Anchorage,AK,99504,"8500 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"8500 BOUNDARY AVE, ANCHORAGE, AK, 99504",639710376,R,02,020,000703,1011,-149.72287,61.224136
6001,8500 BOUNDARY AVE,Anchorage,AK,99504,"8500 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"8500 BOUNDARY AVE, ANCHORAGE, AK, 99504",639710376,R,02,020,000703,1011,-149.72287,61.224136
6002,8632 BOUNDARY AVE,Anchorage,AK,99504,"8632 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"8632 BOUNDARY AVE, ANCHORAGE, AK, 99504",639710376,R,02,020,000703,1011,-149.72061000000002,61.224136
6003,8632 BOUNDARY AVE,Anchorage,AK,99504,"8632 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"8632 BOUNDARY AVE, ANCHORAGE, AK, 99504",639710376,R,02,020,000703,1011,-149.72061000000002,61.224136
6004,8632 BOUNDARY AVE,Anchorage,AK,99504,"8632 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"8632 BOUNDARY AVE, ANCHORAGE, AK, 99504",639710376,R,02,020,000703,1011,-149.72061000000002,61.224136
6005,8632 BOUNDARY AVE,Anchorage,AK,99504,"8632 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"8632 BOUNDARY AVE, ANCHORAGE, AK, 99504",639710376,R,02,020,000703,1011,-149.72061000000002,61.224136
6006,8632 BOUNDARY AVE,Anchorage,AK,99504,"8632 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"8632 BOUNDARY AVE, ANCHORAGE, AK, 99504",639710376,R,02,020,000703,1011,-149.72061000000002,61.224136
6007,8632 BOUNDARY AVE,Anchorage,AK,99504,"8632 BOUNDARY AVE, Anchorage, AK, 99504",Match,Exact,"8632 BOUNDARY AVE, ANCHORAGE, AK, 99504",639710376,R,02,020,000703,1011,-149.72061000000002,61.224136
6008,20730 MOUNTAINSIDE DR,Anchorage,AK,99577,"20730 MOUNTAINSIDE DR, Anchorage, AK, 99577",Match,Non_Exact,"20730 MOUNTAINSIDE DR, EAGLE RIVER, AK, 99577",625731930,R,02,020,000203,3000,-149.49612,61.301838000000004
6009,18324 CACHE CREEK CIR,Anchorage,AK,99577,"18324 CACHE CREEK CIR, Anchorage, AK, 99577",Match,Non_Exact,"18324 CACHE CREEK CIR, EAGLE RIVER, AK, 99577",190805556,R,02,020,000203,5004,-149.54093999999998,61.301880000000004
6010,18334 CACHE CREEK CIR,Anchorage,AK,99577,"18334 CACHE CREEK CIR, Anchorage, AK, 99577",Match,Non_Exact,"18334 CACHE CREEK CIR, EAGLE RIVER, AK, 99577",190805556,R,02,020,000203,5004,-149.54085,61.30189
